Temp_C,Rel Hum_%,Press_kPa,Wind Speed_km/h,weather
12.5,31,101.68,13,Cloudy
12.2,33,101.6,11,Cloudy
12.1,35,101.53,11,Cloudy
12.2,33,101.49,13,Cloudy
12,34,101.47,11,Cloudy
11.1,40,101.45,6,Cloudy
11.4,39,101.32,11,Cloudy
10.8,44,101.22,19,Rainy
9.7,57,101.24,7,Rainy
8.8,68,101.2,15,Rainy
8.4,72,101.15,17,Rainy
7.8,83,101.13,24,Rainy
7.8,87,101.15,24,Rainy
7.9,87,101.15,13,Rainy
8,87,101.13,17,Rainy
8.4,90,101.09,13,Foggy
9.2,86,101.12,6,Cloudy
9.5,84,101.13,6,Cloudy
10.9,82,101.08,7,Cloudy
10.6,81,101.12,0,Cloudy
11,81,101.15,0,Cloudy
10,90,101.21,7,Rainy
9.7,90,101.3,7,Rainy
8.6,95,101.44,6,Foggy
8.8,93,101.44,4,Foggy
8.8,93,101.49,4,Foggy
8.6,93,101.52,9,Foggy
8.4,93,101.57,13,Foggy
8.6,93,101.58,11,Foggy
8.4,92,101.71,15,Foggy
8.9,90,101.68,13,Foggy
9.5,89,101.73,13,Foggy
10.3,86,101.72,13,Cloudy
11.2,81,101.64,13,Cloudy
11.8,79,101.57,17,Cloudy
13,74,101.51,11,Cloudy
14,72,101.42,19,Cloudy
14.9,68,101.37,19,Cloudy
15.4,65,101.31,17,Cloudy
15.4,66,101.28,15,Cloudy
15.2,66,101.29,15,Cloudy
14.2,71,101.34,11,Cloudy
14.2,66,101.27,17,Cloudy
13.5,68,101.22,19,Rainy
11.9,81,101.18,19,Rainy
11.6,83,101.16,17,Cloudy
11.4,85,101.17,15,Cloudy
11.4,83,101.18,17,Cloudy
11.2,83,101.21,15,Cloudy
11.1,83,101.24,17,Cloudy
11,84,101.29,13,Cloudy
11.4,82,101.31,13,Cloudy
11.7,81,101.36,15,Cloudy
12.4,79,101.42,15,Cloudy
13.6,77,101.42,17,Cloudy
14.2,75,101.44,13,Cloudy
15.4,72,101.41,11,Cloudy
15.7,70,101.4,15,Cloudy
15.9,71,101.38,13,Cloudy
16.2,70,101.37,11,Cloudy
16.2,71,101.27,7,Cloudy
16.5,72,101.17,13,Cloudy
16.4,72,101.22,6,Rainy
15.8,78,101.21,7,Cloudy
15.7,76,101.18,6,Cloudy
15.1,77,101.13,11,Cloudy
14.2,80,101.04,13,Cloudy
13.8,79,101.01,11,Cloudy
13.8,80,100.99,11,Rainy
13.5,83,100.85,13,Cloudy
13.3,85,100.7,17,Cloudy
13.2,88,100.67,6,Foggy
14.6,86,100.72,7,Cloudy
15.3,82,100.7,0,Cloudy
16,80,100.71,9,Cloudy
16,80,100.73,9,Cloudy
16.9,78,100.72,9,Cloudy
16.6,79,100.77,7,Cloudy
17.1,76,100.79,7,Cloudy
17.4,75,100.79,4,Cloudy
15.9,83,100.82,9,Rainy
15.4,88,100.89,9,Cloudy
14,76,100.99,32,Cloudy
11,68,101.08,30,Cloudy
10.2,68,101.17,17,Cloudy
12.8,39,101.63,13,Cloudy
12.6,34,101.65,6,Cloudy
13.1,30,101.65,9,Cloudy
12.7,29,101.64,13,Cloudy
12.1,31,101.67,9,Cloudy
6.2,50,101.71,20,Cloudy
7.3,48,101.72,22,Cloudy
8.2,47,101.78,22,Cloudy
9.8,47,101.81,17,Cloudy
14.4,33,101.56,9,Cloudy
20.6,21,101.25,7,Cloudy
20.9,21,101.14,11,Cloudy
21,20,101.07,13,Cloudy
20.7,18,101,13,Cloudy
19.9,20,100.93,11,Cloudy
19.2,21,100.9,13,Cloudy
17.6,26,100.77,15,Cloudy
16.1,34,100.77,11,Cloudy
16,47,100.74,15,Rainy
14.8,53,100.71,4,Cloudy
15.2,56,100.64,6,Rainy
14.2,78,100.6,17,Rainy
13.7,80,100.53,19,Cloudy
12.6,86,100.51,22,Rainy
12.2,87,100.48,24,Rainy
11.6,87,100.45,26,Rainy
11.1,87,100.41,32,Rainy
10.9,87,100.39,26,Rainy
11,89,100.37,20,Rainy
11.1,89,100.37,19,Rainy
11.5,88,100.35,17,Rainy
11.7,89,100.32,19,Rainy
12,88,100.3,17,Rainy
12.2,88,100.28,15,Rainy
12.2,88,100.29,9,Rainy
12.1,89,100.29,11,Rainy
12.3,89,100.3,6,Foggy
12.2,90,100.31,6,Foggy
12.3,90,100.3,6,Foggy
12.5,91,100.27,0,Rainy
12.6,91,100.2,0,Rainy
14.3,89,100.12,15,Foggy
14.3,88,100.12,17,Foggy
14.9,84,100.07,17,Cloudy
16.1,83,100.03,9,Cloudy
16.1,75,100.02,19,Cloudy
17.4,71,99.96,15,Cloudy
17.9,65,99.88,15,Cloudy
19,61,99.78,13,Cloudy
19.2,57,99.72,13,Cloudy
18.9,57,99.67,7,Cloudy
16.8,67,99.68,20,Cloudy
16.3,70,99.68,11,Cloudy
15.9,73,99.68,7,Cloudy
15.4,68,99.67,11,Cloudy
12.2,78,99.66,15,Cloudy
11.6,82,99.62,6,Cloudy
11,85,99.59,7,Cloudy
11.4,85,99.55,6,Cloudy
11.4,85,99.5,11,Cloudy
10.9,83,99.47,17,Cloudy
10.2,82,99.5,22,Cloudy
8.9,83,99.51,20,Cloudy
9,79,99.51,20,Cloudy
9,76,99.51,26,Cloudy
9.3,76,99.52,28,Cloudy
10.5,72,99.48,28,Cloudy
10,73,99.48,30,Cloudy
10.4,74,99.46,26,Cloudy
10.1,75,99.48,30,Cloudy
10.5,70,99.51,28,Cloudy
10.2,75,99.55,19,Rainy
10.2,71,99.6,26,Cloudy
9.8,77,99.68,19,Rainy
9.5,80,99.73,15,Rainy
9.4,77,99.79,20,Rainy
9.2,75,99.88,20,Rainy
9.2,70,99.92,24,Cloudy
9,66,100,17,Cloudy
8.7,66,100.07,15,Rainy
8.4,69,100.14,22,Rainy
7.3,77,100.22,17,Rainy
7.3,71,100.3,19,Cloudy
7.3,70,100.39,7,Rainy
7.5,71,100.42,7,Cloudy
8.7,67,100.49,17,Cloudy
9.5,61,100.54,19,Cloudy
11.3,57,100.6,19,Cloudy
18.6,38,101.36,20,Cloudy
20.4,36,101.3,22,Cloudy
22,34,101.25,24,Cloudy
22.4,36,101.23,28,Cloudy
23.9,34,101.22,26,Cloudy
23.6,36,101.19,22,Cloudy
22.8,37,101.21,20,Cloudy
22.8,33,101.26,17,Cloudy
22,36,101.27,20,Cloudy
20.7,42,101.34,0,Cloudy
19.3,47,101.37,11,Rainy
18.4,54,101.34,6,Rainy
16.6,63,101.32,6,Cloudy
16.5,65,101.34,7,Cloudy
16,68,101.31,7,Cloudy
15.9,70,101.32,6,Rainy
15.4,75,101.39,6,Cloudy
15.1,76,101.5,11,Rainy
14.1,84,101.51,6,Rainy
14.1,86,101.58,11,Rainy
14.2,87,101.63,13,Rainy
14.5,87,101.6,11,Cloudy
15.7,81,101.63,13,Cloudy
17,74,101.63,9,Cloudy
17.2,68,101.63,17,Cloudy
18.1,62,101.61,13,Cloudy
19.5,51,101.59,11,Cloudy
19.6,43,101.56,20,Cloudy
20,39,101.53,11,Cloudy
20.9,33,101.5,11,Cloudy
12,79,101.56,0,Cloudy
15.6,67,101.58,0,Cloudy
19.2,50,101.54,6,Cloudy
20.1,45,101.5,11,Cloudy
21.2,42,101.44,13,Cloudy
23.5,46,101.11,6,Cloudy
22.9,51,101.1,9,Cloudy
21.5,56,101.11,15,Cloudy
19.8,63,101.15,17,Cloudy
17.5,73,101.2,6,Cloudy
17.5,75,101.22,7,Cloudy
15.8,82,101.21,9,Cloudy
15.9,83,101.19,11,Cloudy
16,83,101.19,11,Cloudy
15.9,82,101.21,11,Cloudy
16.3,80,101.23,9,Cloudy
16.4,85,101.24,7,Cloudy
17.3,80,101.23,11,Cloudy
18.7,77,101.2,9,Cloudy
20.7,70,101.17,7,Cloudy
20.3,68,101.12,11,Cloudy
20.7,70,101.06,13,Cloudy
20.1,71,101.02,20,Cloudy
19.2,74,100.98,19,Cloudy
17.8,85,100.95,9,Rainy
18.2,84,100.9,15,Cloudy
18.2,83,100.85,17,Cloudy
17.9,84,100.83,19,Cloudy
17.4,86,100.81,17,Cloudy
17,85,100.79,17,Cloudy
16.6,85,100.77,15,Cloudy
13,88,100.56,0,Cloudy
13.8,89,100.56,11,Cloudy
15,87,100.57,9,Cloudy
17.5,79,100.54,9,Cloudy
22,57,100.35,20,Cloudy
22.9,52,100.23,11,Cloudy
23.4,50,100.21,15,Cloudy
17.9,74,100.22,19,Cloudy
19.3,56,100.29,32,Cloudy
18.7,58,100.27,33,Cloudy
17.6,64,100.32,22,Cloudy
14.2,61,100.53,17,Cloudy
13.3,60,100.66,20,Cloudy
11.5,57,100.82,22,Cloudy
10,61,100.93,24,Cloudy
9.8,59,101.05,24,Cloudy
10.2,56,101.45,15,Cloudy
10.7,56,101.5,15,Cloudy
12.2,50,101.46,26,Cloudy
14.3,43,101.49,17,Cloudy
13,57,101.91,15,Cloudy
20.1,31,101.73,22,Cloudy
20.5,27,101.64,19,Cloudy
20.9,30,101.59,17,Cloudy
20.4,34,101.57,13,Cloudy
17.7,41,101.58,9,Cloudy
16.6,44,101.59,4,Cloudy
13.1,73,101.68,7,Cloudy
13.3,67,101.68,9,Cloudy
13.1,67,101.69,9,Cloudy
11.8,69,101.7,7,Cloudy
13.8,64,101.75,6,Cloudy
19.1,44,101.73,7,Cloudy
24.1,33,101.61,15,Cloudy
25.4,32,101.56,15,Cloudy
25.6,32,101.52,15,Cloudy
25.8,30,101.46,15,Cloudy
26,30,101.46,15,Cloudy
25.2,30,101.43,11,Cloudy
24.3,34,101.47,11,Cloudy
14.7,70,101.76,6,Cloudy
17.1,60,101.81,4,Cloudy
18.7,55,101.87,7,Cloudy
20.4,49,101.91,7,Cloudy
22.2,45,101.93,11,Cloudy
24.8,37,101.91,11,Cloudy
30.8,29,101.58,13,Cloudy
29.2,34,101.56,15,Cloudy
26.9,40,101.56,11,Cloudy
18.8,65,101.63,13,Cloudy
20.4,61,101.68,6,Cloudy
21.8,56,101.7,11,Cloudy
24,44,101.69,19,Cloudy
25.4,46,101.05,26,Cloudy
22.2,60,101.06,15,Cloudy
21.8,61,101.05,15,Cloudy
21.2,65,101.03,13,Rainy
19.2,82,101.02,15,Rainy
18.5,85,100.97,9,Rainy
18.2,86,100.95,0,Rainy
18.6,86,100.89,7,Rainy
18.2,88,100.92,9,Rainy
18.3,89,100.92,11,Rainy
18.5,88,100.9,9,Rainy
18.6,87,100.89,9,Rainy
19.2,87,100.87,9,Rainy
18.8,86,100.85,13,Rainy
18.4,88,100.78,15,Rainy
20.4,82,100.7,9,Cloudy
21.1,79,100.66,11,Cloudy
21.5,72,100.63,9,Cloudy
19.7,69,100.64,20,Cloudy
17.7,86,100.67,11,Rainy
18.2,82,100.66,28,Cloudy
16.1,83,100.73,24,Rainy
15.4,82,100.77,20,Cloudy
15.2,80,100.78,15,Cloudy
14.9,76,100.81,17,Cloudy
11.8,88,100.85,6,Cloudy
12.6,81,100.87,4,Cloudy
13.2,79,100.95,9,Cloudy
13.5,82,101.03,7,Cloudy
14.8,77,101.05,11,Cloudy
15.7,75,101.1,15,Cloudy
16.1,75,101.15,15,Cloudy
17.1,71,101.21,11,Cloudy
18.7,68,101.21,13,Cloudy
19.5,65,101.18,11,Cloudy
20.1,60,101.15,13,Cloudy
20.9,57,101.16,9,Cloudy
21.6,60,101.16,0,Cloudy
25.5,58,101.23,24,Cloudy
19,80,101.45,17,Cloudy
25.5,59,101.12,22,Cloudy
25.9,57,101.07,20,Cloudy
27.2,55,100.97,28,Cloudy
26,58,100.94,19,Cloudy
27.1,54,100.86,26,Cloudy
27.3,52,100.79,24,Cloudy
27.2,53,100.72,19,Cloudy
26.2,54,100.65,20,Cloudy
26.4,53,100.59,22,Cloudy
21.6,56,101.6,7,Cloudy
23.8,42,101.52,22,Cloudy
23.1,42,101.49,19,Cloudy
22.2,42,101.51,20,Cloudy
14.8,45,101.76,13,Cloudy
14.4,48,101.84,13,Cloudy
13.7,52,101.9,13,Cloudy
14.2,45,101.92,17,Cloudy
14.6,49,101.95,9,Cloudy
15.6,43,101.94,11,Cloudy
17.1,44,101.95,9,Cloudy
18.6,38,101.89,0,Cloudy
19.5,36,101.83,4,Cloudy
19.7,36,101.76,0,Cloudy
20.2,38,101.68,13,Cloudy
21.2,36,101.63,0,Cloudy
20.3,37,101.57,11,Cloudy
20.4,38,101.55,13,Cloudy
20.3,37,101.49,6,Cloudy
19.2,45,101.41,7,Rainy
18.1,57,101.42,0,Rainy
18.2,53,101.31,4,Cloudy
18.4,52,101.34,0,Cloudy
17.5,58,101.33,0,Cloudy
17.6,57,101.29,6,Cloudy
17.5,63,101.31,4,Cloudy
17.4,57,101.23,13,Cloudy
16.6,58,101.19,11,Cloudy
16.6,58,101.21,9,Cloudy
16.6,58,101.21,17,Cloudy
16.4,55,101.17,19,Cloudy
16.4,55,101.31,24,Cloudy
16.6,50,101.26,22,Cloudy
16.7,53,101.24,28,Cloudy
17,53,101.24,20,Cloudy
18,51,101.21,22,Cloudy
17.8,52,101.2,24,Cloudy
16.1,62,101.12,20,Cloudy
17,52,101.05,26,Cloudy
19.1,48,100.98,28,Cloudy
17.5,49,100.94,24,Cloudy
17.3,49,100.88,22,Cloudy
17.4,50,100.82,26,Cloudy
16.8,53,100.81,26,Cloudy
15.9,55,100.77,22,Cloudy
15.3,58,100.71,20,Cloudy
14,63,100.66,15,Cloudy
13.2,66,100.54,13,Cloudy
12.7,69,100.44,15,Cloudy
11.9,71,100.31,9,Cloudy
12.2,70,100.26,11,Cloudy
11.8,67,100.18,15,Cloudy
12.4,87,100.23,6,Cloudy
20.4,75,100.08,4,Cloudy
22.2,72,100.08,7,Cloudy
24.2,67,100,7,Cloudy
25.6,64,99.75,11,Rainy
26.8,62,99.65,13,Cloudy
20.4,84,99.78,28,Rainy
20.1,87,99.76,24,Rainy
20.2,87,99.8,11,Cloudy
20.1,87,99.75,17,Cloudy
20.8,82,99.75,9,Cloudy
20.5,83,99.74,6,Cloudy
20.6,80,99.77,17,Cloudy
17.6,60,99.91,19,Cloudy
16.6,66,99.98,13,Cloudy
15.9,68,100.02,11,Cloudy
17.2,63,100.07,15,Cloudy
17.8,62,100.12,17,Cloudy
17.4,60,100.17,9,Cloudy
16.8,64,100.26,15,Rainy
16.7,67,100.28,6,Cloudy
16.3,70,100.31,7,Cloudy
15.6,75,100.32,4,Cloudy
15.5,67,100.3,9,Cloudy
13.1,76,100.61,15,Rainy
16.2,64,100.68,11,Cloudy
15.9,62,100.71,9,Cloudy
16.9,61,100.71,4,Cloudy
16.8,58,100.72,0,Cloudy
18.4,49,100.77,20,Cloudy
18.8,48,100.78,19,Cloudy
18.1,44,100.83,19,Cloudy
10.1,60,101.34,11,Cloudy
10.7,60,101.38,11,Cloudy
11.6,62,101.42,7,Cloudy
14.6,54,101.44,9,Cloudy
15.2,45,101.48,11,Cloudy
17.1,44,101.47,11,Cloudy
18.5,31,101.44,20,Cloudy
18.4,31,101.4,17,Cloudy
19.3,35,101.32,20,Cloudy
19.5,36,101.29,17,Cloudy
19.6,37,101.21,15,Cloudy
19.8,38,101.16,17,Cloudy
20.2,35,101.04,22,Cloudy
20.2,35,101.03,19,Cloudy
20.1,36,100.98,19,Cloudy
20,38,100.88,19,Cloudy
19.9,37,100.86,20,Cloudy
19.6,40,100.8,26,Rainy
19.6,42,100.77,20,Cloudy
18.2,52,100.77,19,Rainy
17.5,54,100.78,15,Rainy
15.9,66,100.67,19,Rainy
14.6,68,100.58,19,Rainy
14.2,70,100.5,19,Rainy
13.6,76,100.43,24,Rainy
13.4,76,100.36,24,Rainy
13.6,76,100.44,19,Rainy
13.4,73,100.45,17,Rainy
12.3,84,100.48,11,Rainy
13.1,79,100.52,13,Cloudy
12.5,84,100.48,7,Rainy
12.5,86,100.48,7,Rainy
12.8,86,100.43,9,Rainy
13.1,86,100.43,11,Rainy
13.6,84,100.39,20,Cloudy
13.9,82,100.38,17,Cloudy
13.5,85,100.35,22,Rainy
13,86,100.41,7,Cloudy
13.3,83,100.34,15,Cloudy
13.1,83,100.33,6,Cloudy
13.1,84,100.33,9,Cloudy
13,87,100.29,6,Cloudy
13.1,87,100.26,6,Cloudy
12.9,86,100.23,4,Cloudy
13,84,100.2,7,Cloudy
12,87,100.24,0,Cloudy
13.6,84,100.25,9,Cloudy
14.6,76,100.25,15,Cloudy
14.9,74,100.24,13,Cloudy
16.1,71,100.2,11,Cloudy
17.7,65,100.19,13,Cloudy
18.2,60,100.14,11,Cloudy
18.4,57,100.12,9,Cloudy
18.9,59,100.07,24,Cloudy
19.6,56,100.04,24,Cloudy
18.5,59,100.02,24,Cloudy
18.3,60,100.01,33,Cloudy
17.8,57,100.03,30,Cloudy
16.6,63,100.13,30,Cloudy
15.3,65,100.2,28,Cloudy
14.1,64,100.27,32,Cloudy
13.8,64,100.29,28,Cloudy
13.6,64,100.32,30,Cloudy
13.3,65,100.31,30,Cloudy
12.8,69,100.34,33,Cloudy
11.9,75,100.33,19,Rainy
11.8,75,100.32,22,Cloudy
11.5,76,100.32,24,Rainy
11,80,100.38,22,Rainy
11,82,100.41,20,Rainy
11.3,81,100.46,22,Cloudy
11.7,77,100.5,33,Rainy
11.6,80,100.55,24,Rainy
11.6,77,100.6,28,Rainy
12.4,72,100.65,28,Cloudy
13.1,68,100.67,28,Cloudy
13,68,100.7,22,Rainy
13,69,100.75,24,Rainy
14.3,63,100.73,20,Cloudy
15.8,57,100.73,22,Cloudy
16,54,100.71,22,Cloudy
15.9,56,100.71,22,Cloudy
16.5,54,100.74,15,Cloudy
16.3,54,100.77,20,Cloudy
14.6,58,100.83,17,Cloudy
14.6,56,100.83,11,Cloudy
13.8,55,100.83,13,Cloudy
13.7,64,100.82,15,Cloudy
12.7,65,100.82,13,Cloudy
22.2,34,100.74,15,Cloudy
20.9,40,100.76,11,Rainy
17,65,100.89,22,Rainy
15.6,77,100.88,9,Rainy
16.3,66,100.9,6,Cloudy
14.7,78,100.95,7,Cloudy
16.4,63,100.97,15,Cloudy
14.7,64,100.97,9,Cloudy
13.8,64,100.97,9,Cloudy
12.6,67,100.99,11,Cloudy
11,75,100.99,9,Cloudy
11.2,75,101.03,6,Cloudy
12,72,101.05,9,Cloudy
12.4,73,101.07,15,Cloudy
20.6,50,100.94,4,Cloudy
20.3,49,100.89,7,Cloudy
21.3,43,100.9,13,Cloudy
20.6,42,100.91,11,Cloudy
20,45,100.95,15,Cloudy
18.9,48,101,15,Cloudy
17.4,60,101.04,9,Rainy
16.3,65,101.04,11,Cloudy
17.4,59,101.04,9,Cloudy
17.1,59,101.05,11,Rainy
22.6,42,100.69,11,Cloudy
22,40,100.67,9,Cloudy
22.2,43,100.67,11,Cloudy
21.7,45,100.66,11,Cloudy
18.6,59,100.74,30,Cloudy
16.4,73,100.74,17,Rainy
16.3,77,100.78,17,Rainy
15.9,83,100.68,13,Cloudy
16.2,75,100.58,17,Cloudy
16.7,70,100.56,22,Cloudy
17.3,69,100.54,22,Cloudy
17.7,72,100.53,17,Cloudy
18.3,70,100.53,13,Cloudy
18.6,69,100.53,17,Cloudy
19.5,69,100.46,17,Cloudy
20.5,68,100.33,20,Cloudy
20.2,62,100.25,17,Cloudy
19.4,66,100.33,20,Rainy
18.4,73,100.22,4,Cloudy
20,70,100.22,7,Cloudy
19,75,100.17,0,Cloudy
21.2,47,100.76,15,Cloudy
22.2,43,100.73,17,Cloudy
23,37,100.71,19,Cloudy
23.2,36,100.68,7,Cloudy
23.9,33,100.68,17,Cloudy
23.8,34,100.69,17,Cloudy
21.8,40,100.75,9,Cloudy
24.6,33,101.45,7,Cloudy
25.5,28,101.38,11,Cloudy
26.5,27,101.4,6,Cloudy
26.6,35,101.37,6,Cloudy
26.5,34,101.39,15,Cloudy
26,34,101.47,9,Cloudy
25.3,32,101.47,9,Cloudy
18.5,61,101.45,9,Cloudy
18.1,62,101.47,11,Cloudy
19.4,70,101.63,11,Cloudy
20.2,70,101.64,9,Cloudy
22.4,65,101.63,7,Cloudy
24.8,59,101.58,4,Cloudy
26.6,56,101.54,4,Cloudy
27.3,55,101.47,7,Cloudy
28.7,53,101.4,15,Cloudy
27.1,56,101.11,19,Cloudy
25.9,57,101.09,20,Cloudy
25.3,59,101.09,20,Cloudy
24.7,61,101.08,22,Cloudy
23.8,64,101.09,17,Cloudy
22.7,67,101.08,19,Cloudy
21.7,68,101.07,17,Cloudy
20.2,69,101,17,Cloudy
19.5,68,101,19,Cloudy
19.3,67,101.01,17,Cloudy
19.5,67,100.98,15,Cloudy
21.1,64,100.95,22,Cloudy
21.8,63,100.92,19,Cloudy
22.8,61,100.86,19,Cloudy
23.9,59,100.8,15,Cloudy
24.7,57,100.74,24,Cloudy
24.4,59,100.71,17,Rainy
19.8,82,100.73,19,Rainy
19,90,100.71,19,Rainy
19.1,89,100.67,15,Rainy
18.4,90,100.6,22,Rainy
18.2,89,100.57,20,Rainy
18.2,89,100.55,20,Rainy
17.9,89,100.52,20,Rainy
18.5,86,100.47,19,Cloudy
18.4,86,100.46,19,Cloudy
18.6,85,100.45,17,Cloudy
18.6,85,100.44,13,Cloudy
18.5,86,100.46,11,Cloudy
19.6,83,100.44,15,Cloudy
19.6,82,100.4,19,Cloudy
19.3,83,100.46,22,Cloudy
18.7,82,100.54,22,Cloudy
18.1,77,100.86,20,Cloudy
17.9,71,100.96,32,Cloudy
17,71,101.09,24,Cloudy
17.9,64,101.18,19,Cloudy
21.4,37,102.37,13,Cloudy
22.2,40,102.35,15,Cloudy
24.4,32,102.22,15,Cloudy
24.3,30,102.17,11,Cloudy
24.9,29,102.13,17,Cloudy
25,28,102.08,15,Cloudy
24.8,28,102.06,11,Cloudy
24.5,30,102.08,9,Cloudy
23.2,40,102.07,15,Cloudy
22,43,102.06,15,Cloudy
13.9,70,102.16,13,Cloudy
15.2,66,102.18,17,Cloudy
16.2,64,102.25,15,Cloudy
17.4,60,102.23,9,Cloudy
18.9,59,102.2,11,Cloudy
21.6,54,102.15,4,Cloudy
21.9,52,102.1,6,Cloudy
23.8,51,102.04,6,Cloudy
24.6,47,101.96,9,Cloudy
24.9,49,101.91,6,Cloudy
26,46,101.84,6,Cloudy
26.5,38,101.77,7,Cloudy
26.5,39,101.73,4,Cloudy
25.7,56,101.39,9,Cloudy
26,55,101.33,6,Cloudy
26.6,55,101.23,11,Cloudy
26.1,55,101.17,17,Cloudy
27,54,101.1,17,Cloudy
27.4,51,101.02,20,Cloudy
26.2,49,100.97,19,Cloudy
26,54,100.92,17,Cloudy
25.5,57,100.91,17,Cloudy
24.5,56,100.95,15,Cloudy
24.1,54,100.99,19,Cloudy
23.4,55,101,22,Cloudy
23.2,55,101.03,13,Cloudy
17.9,74,101.12,19,Cloudy
18.2,73,101.14,20,Cloudy
19.3,69,101.16,17,Cloudy
20.6,66,101.17,17,Cloudy
22,62,101.15,17,Cloudy
22.6,59,101.15,19,Cloudy
24,57,101.14,19,Cloudy
25.3,52,101.13,19,Cloudy
25.3,50,101.06,20,Cloudy
26.1,47,101.06,22,Cloudy
25.8,46,101.02,24,Cloudy
24.1,50,100.96,22,Cloudy
23.2,53,100.97,20,Cloudy
22.3,56,100.99,7,Cloudy
21.5,65,101.13,13,Cloudy
20.8,68,101.14,13,Cloudy
20,71,101.17,9,Cloudy
18.1,75,101.13,9,Cloudy
18,76,101.19,6,Cloudy
18.8,74,101.19,9,Cloudy
19.6,71,101.01,22,Cloudy
20.7,69,101.12,6,Cloudy
22,67,101.03,15,Cloudy
23.2,64,100.98,13,Cloudy
24.3,61,101,11,Cloudy
25.3,60,100.99,9,Cloudy
25.8,62,100.99,15,Cloudy
26.5,63,101.01,11,Cloudy
28.1,58,100.92,20,Cloudy
27.7,59,100.87,17,Cloudy
28,60,100.91,19,Cloudy
27.9,59,100.93,19,Cloudy
27,62,100.94,20,Cloudy
26.1,66,100.85,19,Cloudy
25.9,67,100.81,11,Cloudy
25.5,69,100.86,9,Cloudy
25.3,69,100.89,13,Cloudy
25,68,100.82,17,Cloudy
25.4,64,101.07,24,Cloudy
25.3,64,101.1,19,Cloudy
26.3,62,101.09,17,Cloudy
27.4,61,101.06,9,Cloudy
32.4,48,100.61,17,Cloudy
30.6,57,100.63,11,Cloudy
29.7,60,100.61,17,Cloudy
31.6,52,100.32,24,Cloudy
22.7,71,100.28,19,Cloudy
23.4,69,100.33,19,Cloudy
23,70,100.37,17,Cloudy
24.6,65,100.4,17,Cloudy
24.4,63,100.4,19,Cloudy
24.7,63,100.41,22,Cloudy
26.8,58,100.41,22,Cloudy
28,45,100.39,20,Cloudy
29.1,40,100.37,22,Cloudy
25.7,42,100.38,11,Cloudy
23.2,46,100.42,7,Cloudy
22.8,50,100.47,9,Cloudy
19.6,62,100.56,7,Cloudy
19.3,64,100.82,15,Cloudy
17.4,74,100.8,15,Rainy
18.6,73,100.84,11,Cloudy
20,62,100.89,15,Cloudy
21.5,54,100.9,15,Cloudy
22.2,51,100.91,7,Cloudy
23.8,46,100.89,11,Cloudy
25.1,38,100.85,13,Cloudy
26.4,27,100.86,13,Cloudy
26.5,27,100.84,22,Cloudy
27.3,34,100.75,17,Cloudy
26.8,33,100.67,19,Cloudy
26.7,33,100.63,22,Cloudy
26.4,33,100.61,19,Cloudy
21.5,54,100.69,32,Cloudy
19.4,65,100.71,26,Rainy
19,73,100.74,20,Rainy
18.7,77,100.69,24,Rainy
18.6,73,100.67,19,Cloudy
18.3,72,100.6,9,Cloudy
17.8,74,100.57,13,Cloudy
16.7,82,100.51,9,Rainy
15.7,87,100.41,9,Rainy
15.9,90,100.26,9,Rainy
16.1,88,100.21,15,Rainy
16.4,87,100.21,15,Cloudy
16.7,86,100.19,15,Cloudy
17.2,80,100.18,15,Cloudy
18.8,69,100.13,26,Cloudy
17.9,72,100.12,24,Rainy
19.8,65,100.1,22,Cloudy
19,63,100.12,26,Cloudy
19.7,63,100.12,19,Cloudy
20.2,60,100.13,26,Cloudy
18.8,60,100.09,28,Cloudy
18.1,62,100.12,26,Cloudy
16.5,69,100.14,26,Cloudy
16,71,100.12,28,Cloudy
15,76,100.14,22,Cloudy
15.2,78,100.12,11,Cloudy
16.6,76,100.13,13,Cloudy
17.1,71,100.13,24,Cloudy
16.7,72,100.14,22,Cloudy
16.6,71,100.12,26,Cloudy
16.2,71,100.13,24,Cloudy
15.7,72,100.11,11,Cloudy
15.8,71,100.12,13,Cloudy
15.6,70,100.12,13,Cloudy
15.4,71,100.16,17,Cloudy
15.6,70,100.18,17,Cloudy
16,69,100.19,11,Cloudy
16.4,67,100.18,17,Cloudy
16.9,66,100.16,9,Cloudy
17,65,100.15,13,Cloudy
17.6,64,100.12,11,Cloudy
16.9,70,100.12,15,Rainy
16.2,71,100.1,26,Cloudy
16.6,71,100.03,20,Cloudy
15.8,80,100,17,Cloudy
16.1,79,99.99,13,Rainy
15.6,82,99.99,13,Rainy
15.4,83,99.93,15,Rainy
15.3,85,99.9,15,Rainy
15.4,85,99.9,15,Rainy
15.4,84,99.85,15,Rainy
15.4,84,99.8,15,Rainy
15.7,83,99.75,17,Rainy
15.7,83,99.72,13,Rainy
15.6,83,99.69,11,Rainy
15.3,84,99.69,9,Rainy
15.2,83,99.72,13,Rainy
15.2,82,99.76,17,Rainy
15.4,81,99.79,15,Rainy
16.3,77,99.81,20,Rainy
18,72,99.83,28,Cloudy
18,68,99.86,20,Cloudy
18.7,69,99.89,20,Rainy
17.8,76,99.93,24,Rainy
19.8,67,99.92,20,Rainy
19.3,73,99.96,13,Rainy
19.1,76,99.99,19,Rainy
19.6,75,100.02,19,Cloudy
20.3,68,100.03,20,Rainy
19.9,70,100.05,20,Cloudy
21.1,64,100.06,15,Cloudy
19.4,70,100.09,17,Rainy
